기준일,기관,3M,6M,9M,1Y,1.5Y,2Y,2.5Y,3Y,4Y,5Y,7Y,10Y,15Y,20Y,30Y,50Y
20260731,평가사 평균(`23.1.9~),2.831,3.093,3.316,3.394,3.535,3.655,3.7,3.76,3.905,4.02,4.149,4.262,4.384,4.47,4.508,4.409
