기준일,1M,3M,6M,1Y,1.5Y,2Y,2.5Y,3Y,4Y,5Y,7Y,10Y,15Y,20Y,30Y
20260731,2.841,3.13,3.305,3.4,3.523,3.638,3.704,3.77,3.9,4.014,4.087,4.249,,4.448,4.497
